DiaChi,Quan,TinhTrangBDS,DienTich,Phongngu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,Gia,USD,log_price
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,74.0,2.0,2.0,1,1,1,1900000000.0,79167.0,11.279314824306176
"Đường Bát Nàn, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh",2,1,79.0,2.0,2.0,1,2,3,5000000000.0,208333.0,12.246893040049148
"Đường Tô Ngọc Vân, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,62.0,2.0,2.0,1,2,1,1950000000.0,81250.0,11.305286100191983
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",8,2,76.0,2.0,2.0,1,2,3,1300000000.0,54167.0,10.899827145911038
"đường thanh xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",12,2,59.0,2.0,1.0,1,2,1,600000000.0,25000.0,10.126631103850338
"47, 47 Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",19,2,78.0,2.0,2.0,1,2,1,2700000000.0,112500.0,11.630708500626612
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,70.0,1.0,1.0,1,2,3,4000000000.0,166667.0,12.02375308873422
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",7,1,95.0,3.0,2.0,1,2,3,5300000000.0,220833.0,12.305162038739304
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,50.0,1.0,1.0,1,2,3,4900000000.0,204167.0,12.226693565384638
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,2,75.0,2.0,2.0,1,2,3,2600000000.0,108333.0,11.592965095715954
"239 – 241 – 278, 239 – 241 – 278 Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",19,1,53.0,2.0,1.0,1,1,2,2500000000.0,104167.0,11.553750659485363
"Đường Tô Ngọc Vân, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,62.0,2.0,2.0,1,2,3,2000000000.0,83333.0,11.330599908168274
"201 Lô K, Đường Phạm Phú Thứ, Phường 4, Quận 6, Tp Hồ Chí Minh",6,1,40.0,1.0,1.0,1,1,4,1499000000.0,62458.0,11.042249609831288
"Đường Phạm Văn Đồng, Phường Linh Tây, Thủ Đức, Hồ Chí Minh, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,100.77,3.0,2.0,1,3,1,2870000000.0,119583.0,11.691765969927529
"47, 47 Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",19,2,113.0,3.0,2.0,1,2,1,3450000000.0,143750.0,11.875830958659597
"Vinhomes Grand Park Quận 9, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,46.0,1.0,1.0,1,3,1,1700000000.0,70833.0,11.168080272785073
"Đường C1, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",17,2,60.0,2.0,2.0,1,1,2,950000000.0,39583.0,10.58615501214069
"686, 686 Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,58.84,2.0,1.0,1,2,1,2500000000.0,104167.0,11.553750659485363
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,194.0,3.0,3.0,5,1,3,7000000000.0,291667.0,12.583368019528132
"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,62.0,2.0,2.0,1,1,3,2500000000.0,104167.0,11.553750659485363
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,70.12,2.0,2.0,1,1,3,2850000000.0,118750.0,11.684775721896887
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,70.0,1.0,1.0,1,2,3,4000000000.0,166667.0,12.02375308873422
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13,1,35.0,1.0,1.0,6,3,2,650000000.0,27083.0,10.206661503755829
"370, 370 Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,1,65.0,2.0,2.0,1,1,1,2000000000.0,83333.0,11.330599908168274
"Số 132, Số 132 Đường Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh",4,1,107.0,3.0,2.0,1,2,3,8300000000.0,345833.0,12.753711278562994
"Đường An Dương Vương, Phường 13, Quận 8, Tp Hồ Chí Minh",8,2,64.0,2.0,2.0,1,2,3,1700000000.0,70833.0,11.168080272785073
"lê văn quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13,1,55.0,2.0,2.0,1,1,3,780000000.0,32500.0,10.388995368317827
"Đường Nguyễn Xiển, Phường Long Phước, Quận 9, Tp Hồ Chí Minh",9,2,31.0,1.0,1.0,1,2,1,1500000000.0,62500.0,11.042921835724492
"36, 36 Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",19,1,67.0,2.0,1.0,1,1,1,2200000000.0,91667.0,11.425917724337625
"G2008, Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,54.0,1.0,1.0,1,1,3,1650000000.0,68750.0,11.138232015528818
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,47.0,1.0,1.0,1,2,1,1750000000.0,72917.0,11.197077086969871
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,1,56.0,2.0,1.0,1,1,2,2690000000.0,112083.0,11.626994947247958
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,70.0,1.0,1.0,1,2,3,4000000000.0,166667.0,12.02375308873422
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,74.0,2.0,2.0,1,2,2,2350000000.0,97917.0,11.49187546002192
"1648, Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",8,1,99.0,3.0,2.0,1,1,2,2170000000.0,90417.0,11.412187581797845
"Đường D1, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,280.0,4.0,4.0,5,1,3,12600000000.0,525000.0,13.17115354157376
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,70.0,2.0,2.0,1,2,2,2930000000.0,122083.0,11.71245642026615
"Đường 66, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",2,2,88.0,2.0,2.0,1,1,3,3500000.0,146.0,4.983606621708336
"Đường Lương Định Của, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,80.0,2.0,2.0,1,2,3,4400000000.0,183333.0,12.119059450357073
"Đường Nam Rạch Chiếc, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,121.0,3.0,2.0,1,2,4,5200000000.0,216667.0,12.286116891664063
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,129.0,3.0,3.0,1,1,2,2450000000.0,102083.0,11.53354148686151
"cc lotus garden, Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",19,1,53.0,1.0,1.0,1,1,3,1950000000.0,81250.0,11.305286100191983
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7,1,73.6,2.0,2.0,1,2,3,3850000000.0,160417.0,11.98553195383594
"Hạu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,97.0,2.0,2.0,1,1,1,3550000000.0,147917.0,11.90440658462224
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",8,2,54.0,2.0,1.0,1,1,1,2450000000.0,102083.0,11.53354148686151
"Đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",8,1,150.0,3.0,2.0,1,1,2,3930000000.0,163750.0,12.0060961534975
"quốc lộ 13, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,56.0,2.0,2.0,1,2,1,300000000.0,12500.0,9.433483923290392
"436, 436 Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",12,1,66.0,2.0,1.0,1,1,2,1620000000.0,67500.0,11.119882876860622
"Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,68.5,2.0,2.0,1,3,1,3600000000.0,150000.0,11.918390573078392
"184 Đường Trần Văn Kiểu, Phường 10, Quận 6, Hồ Chí Minh",6,2,62.0,2.0,2.0,1,1,2,2500000000.0,104167.0,11.553750659485363
"X, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,60.0,2.0,1.0,1,1,1,2100000000.0,87500.0,11.379394072345706
"97, Đường An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh",8,1,70.0,2.0,1.0,1,1,2,1650000000.0,68750.0,11.138232015528818
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,64.0,2.0,2.0,1,1,1,1730000000.0,72083.0,11.185573511837868
"Đường Liên Phường, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",9,2,62.0,2.0,2.0,1,2,1,1900000000.0,79167.0,11.279314824306176
"Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",12,1,55.0,2.0,2.0,1,1,1,1580000000.0,65833.0,11.094876511351249
"115, Đường Tân Cảng, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,65.0,2.0,1.0,1,1,2,2550000000.0,106250.0,11.573550086786664
"239 – 241 – 278, 239 – 241 – 278 Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",19,1,53.0,2.0,1.0,1,2,3,2570000000.0,107083.0,11.581359513678144
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,50.0,1.0,1.0,1,2,3,4900000000.0,204167.0,12.226693565384638
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,83.6,3.0,2.0,1,2,3,3800000000.0,158333.0,11.972455689083295
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.45,2.0,2.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"Đường Số 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,69.0,2.0,2.0,1,2,3,1990000000.0,82917.0,11.325595386445151
"Đường Phạm Văn Đồng, Phường Linh Tây, Thủ Đức, Hồ Chí Minh, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,75.0,2.0,2.0,1,3,1,2000000000.0,83333.0,11.330599908168274
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,2,59.0,2.0,2.0,1,2,1,2737000000.0,114042.0,11.644322080578892
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,2,53.2,1.0,1.0,1,3,1,1750000000.0,72917.0,11.197077086969871
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13,2,50.0,2.0,2.0,1,1,2,800000000.0,33333.0,10.41430317625212
"Võ Văn Kiệt, Phường 13, Quận 5, Tp Hồ Chí Minh",5,1,102.0,2.0,2.0,1,1,1,2150000000.0,89583.0,11.402920848818743
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",9,1,55.0,1.0,1.0,1,1,1,1630000000.0,67917.0,11.126041650398417
"Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",16,2,110.0,4.0,3.0,5,1,2,950000000.0,39583.0,10.58615501214069
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,70.0,1.0,1.0,1,2,3,4000000000.0,166667.0,12.02375308873422
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,1,56.0,2.0,1.0,1,1,2,2690000000.0,112083.0,11.626994947247958
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,70.12,2.0,2.0,1,1,3,2850000000.0,118750.0,11.684775721896887
"49, 49 Đường Lê Quang Kim, Phường 8, Quận 8, Tp Hồ Chí Minh",8,1,50.0,1.0,1.0,1,1,3,2700000000.0,112500.0,11.630708500626612
"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,40.0,1.0,1.0,1,2,1,1200000000.0,50000.0,10.819778284410283
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,61.0,2.0,2.0,1,2,2,1090000000.0,45417.0,10.72364176327999
"Đường Phạm Văn Đồng, Phường Linh Tây, Thủ Đức, Hồ Chí Minh, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,74.64,2.0,2.0,1,3,1,2230000000.0,92917.0,11.439461900525869
"đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,122.0,2.0,2.0,1,2,4,5100000000.0,212500.0,12.266697267346608
"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",10,1,56.0,1.0,1.0,1,2,3,4900000000.0,204167.0,12.226693565384638
"96, Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",13,1,62.0,2.0,2.0,1,2,1,1680000000.0,70000.0,11.156250521031495
"Đường Nguyễn An Ninh, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",12,2,77.0,3.0,2.0,1,1,3,150000000.0,6250.0,8.740336742730447
"Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh",5,1,160.0,2.0,2.0,1,1,2,12400000000.0,516667.0,13.1551538453884
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,97.6,3.0,2.0,1,1,3,4900000000.0,204167.0,12.226693565384638
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,50.0,1.0,1.0,1,2,3,4900000000.0,204167.0,12.226693565384638
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,40.0,1.0,1.0,1,1,1,1050000000.0,43750.0,10.68624689178576
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12,1,65.0,2.0,2.0,1,2,1,1800000000.0,75000.0,11.225243392518449
"12, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,68.3,2.0,2.0,1,3,3,3280000000.0,136667.0,11.825302589033797
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,83.0,3.0,2.0,1,2,1,3450000000.0,143750.0,11.875830958659597
"Đường Số 9A, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",16,2,75.0,2.0,2.0,1,2,2,1850000000.0,77083.0,11.252638042372888
"Đường 17, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,250.0,5.0,4.0,5,1,1,7000000000.0,291667.0,12.583368019528132
"195, 195 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",8,1,70.0,2.0,2.0,1,2,1,2100000000.0,87500.0,11.379394072345706
"130-132, 130-132 Đường Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,83.0,3.0,2.0,1,2,3,5500000000.0,229167.0,12.34220627439915
"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",12,1,65.0,2.0,2.0,1,2,1,1950000000.0,81250.0,11.305286100191983
"1177 Huỳnh Tấn Phát Quận 7, Đường Huỳnh Tấn Phát, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,74.0,2.0,2.0,1,1,2,2400000000.0,100000.0,11.512925464970229
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,96.0,3.0,2.0,1,1,1,3500000000.0,145833.0,11.8902174103948
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",7,1,95.0,3.0,2.0,1,2,3,5300000000.0,220833.0,12.305162038739304
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,62.0,2.0,2.0,1,1,1,1800000000.0,75000.0,11.225243392518449
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,50.0,1.0,1.0,1,2,3,4900000000.0,204167.0,12.226693565384638
"Đường Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,270.0,8.0,7.0,3,1,3,68000000000.0,2833333.0,14.856964315145367
"Đường Song Hành, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,81.0,2.0,2.0,1,1,2,1280000000.0,53333.0,10.884310555528325
"DT824, Nguyễn Văn Bứa, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",22,1,40.0,1.0,1.0,1,1,3,285000000.0,11875.0,9.382190628902842
"Ql13, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,56.0,2.0,2.0,6,1,1,1400000000.0,58333.0,10.9739232499355
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,96.0,2.0,2.0,1,1,3,2650000000.0,110417.0,11.612019386477828
"số 32, số 32 đường Thủy Lợi, Phường Phước Long A, Quận 9, Tp Hồ Chí Minh",9,1,68.0,2.0,2.0,1,2,2,2590000000.0,107917.0,11.589117692126091
"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",7,2,35.0,1.0,1.0,6,3,2,980000000.0,40833.0,10.617245857000183
"Đường Bình Chiểu, Phường Bình Chiểu, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,61.0,2.0,2.0,1,2,2,1920000000.0,80000.0,11.289781913656018
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,80.0,3.0,3.0,1,1,1,2000000000.0,83333.0,11.330599908168274
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,1,56.0,2.0,1.0,1,1,2,2690000000.0,112083.0,11.626994947247958
"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,62.0,2.0,2.0,1,1,3,2500000000.0,104167.0,11.553750659485363
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.45,2.0,2.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"39, 39 Đường Bến Vân Đồn, Phường 12, Quận 4, Tp Hồ Chí Minh",4,1,65.0,2.0,1.0,1,2,2,4150000000.0,172917.0,12.06056698956792
"368, Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,56.2,1.0,1.0,1,1,1,2100000000.0,87500.0,11.379394072345706
"Đường Hoàng Diệu, Phường 6, Quận 4, Tp Hồ Chí Minh",4,1,76.0,2.0,1.0,1,1,1,2950000000.0,122917.0,11.719264609828787
"đường Dương Quảng Hàm, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,100.0,3.0,2.0,1,2,2,2100000000.0,87500.0,11.379394072345706
"đường Vành Đai Trong, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",9,1,75.0,3.0,4.0,4,1,3,7000000000.0,291667.0,12.583368019528132
"33, 33 Đường Trương Công Định, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",17,1,73.0,2.0,2.0,1,2,2,2900000000.0,120833.0,11.702164705984265
"Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,70.8,2.0,2.0,1,1,2,4200000000.0,175000.0,12.072541252905651
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1570000000.0,65417.0,11.088537442504965
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,194.0,3.0,3.0,5,1,3,7000000000.0,291667.0,12.583368019528132
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7,1,73.6,2.0,2.0,1,2,3,3850000000.0,160417.0,11.98553195383594
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,70.0,1.0,1.0,1,2,3,4000000000.0,166667.0,12.02375308873422
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,143.0,4.0,2.0,1,1,3,9000000000.0,375000.0,12.834681304952548
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,86.0,2.0,2.0,1,2,1,5000000000.0,208333.0,12.246893040049148
"Đường Trần Đại Nghĩa, Xã Tân Nhựt, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,41.0,1.0,1.0,1,3,2,410000000.0,17083.0,9.745839095947058
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,76.0,2.0,2.0,1,2,1,4500000000.0,187500.0,12.141534124392605
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",8,1,72.0,2.0,2.0,1,2,2,1950000000.0,81250.0,11.305286100191983
"90A, 90A Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",10,1,70.0,2.0,2.0,1,2,1,4200000000.0,175000.0,12.072541252905651
"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,62.0,2.0,2.0,1,1,3,2500000000.0,104167.0,11.553750659485363
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,1,56.0,2.0,1.0,1,1,2,2690000000.0,112083.0,11.626994947247958
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,34.0,1.0,1.0,4,3,1,1130000000.0,47083.0,10.7596672806695
"Đường Mai Chí Thọ, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh",2,1,40.0,1.0,1.0,4,1,2,2000000000.0,83333.0,11.330599908168274
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,2,61.0,2.0,2.0,1,3,1,530000000.0,22083.0,10.002563360726816
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,2,68.0,2.0,2.0,1,3,1,2130000000.0,88750.0,11.393578707337662
"Đường Lý Chiêu Hoàng, Phường 11, Quận 6, Tp Hồ Chí Minh",6,2,33.0,1.0,1.0,1,2,1,580000000.0,24167.0,10.09274334518298
"Đường Phạm Văn Đồng, Phường Linh Tây, Thủ Đức, Hồ Chí Minh, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,100.0,3.0,3.0,1,2,1,900000000.0,37500.0,10.532096211958502
"đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",1,1,44.0,1.0,1.0,1,2,3,4600000000.0,191667.0,12.1635147702403
"Đường Số 7, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,60.0,2.0,1.0,1,2,1,2286000000.0,95250.0,11.464260292988948
"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",6,2,48.0,1.0,1.0,1,2,1,1237000000.0,51542.0,10.850152288265264
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,62.0,2.0,2.0,1,1,1,1800000000.0,75000.0,11.225243392518449
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"33, 33 Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,104.0,3.0,2.0,1,1,2,3200000000.0,133333.0,11.800605037418883
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12,1,40.0,2.0,1.0,1,1,2,145000000.0,6042.0,8.706490361946617
